,subject,list,item,input,output,study,recall,repeat,intrusion,condition,first_input
113,1,3,17,34,,True,False,0,False,3,34
114,1,3,18,35,,True,False,0,False,3,35
115,1,3,19,36,15.0,True,True,0,False,3,36
116,1,3,16,37,,True,False,0,False,3,37
117,1,3,19,38,,True,False,0,False,3,38
118,1,3,18,39,,True,False,0,False,3,39
119,1,3,17,40,,True,False,0,False,3,40
120,1,4,0,1,1.0,True,True,0,False,2,1
121,1,4,0,2,,True,False,0,False,2,2
122,1,4,1,3,2.0,True,True,0,False,2,3
123,1,4,1,4,,True,False,0,False,2,4
124,1,4,2,5,3.0,True,True,0,False,2,5
125,1,4,2,6,,True,False,0,False,2,6
126,1,4,3,7,4.0,True,True,0,False,2,7
127,1,4,3,8,,True,False,0,False,2,8
128,1,4,4,9,5.0,True,True,0,False,2,9
129,1,4,4,10,,True,False,0,False,2,10
130,1,4,5,11,,True,False,0,False,2,11
131,1,4,5,12,,True,False,0,False,2,12
132,1,4,6,13,6.0,True,True,0,False,2,13
133,1,4,6,14,,True,False,0,False,2,14
134,1,4,7,15,7.0,True,True,0,False,2,15
135,1,4,7,16,,True,False,0,False,2,16
136,1,4,8,17,9.0,True,True,0,False,2,17
137,1,4,8,18,,True,False,0,False,2,18
138,1,4,9,19,10.0,True,True,0,False,2,19
139,1,4,9,20,,True,False,0,False,2,20
140,1,4,10,21,11.0,True,True,0,False,2,21
141,1,4,10,22,,True,False,0,False,2,22
142,1,4,11,23,8.0,True,True,0,False,2,23
143,1,4,11,24,,True,False,0,False,2,24
144,1,4,12,25,13.0,True,True,0,False,2,25
145,1,4,12,26,,True,False,0,False,2,26
146,1,4,13,27,12.0,True,True,0,False,2,27
147,1,4,13,28,,True,False,0,False,2,28
148,1,4,14,29,,True,False,0,False,2,29
149,1,4,14,30,,True,False,0,False,2,30
150,1,4,15,31,14.0,True,True,0,False,2,31
151,1,4,15,32,,True,False,0,False,2,32
152,1,4,16,33,15.0,True,True,0,False,2,33
153,1,4,16,34,,True,False,0,False,2,34
154,1,4,17,35,16.0,True,True,0,False,2,35
155,1,4,17,36,,True,False,0,False,2,36
156,1,4,18,37,17.0,True,True,0,False,2,37
157,1,4,18,38,,True,False,0,False,2,38
158,1,4,19,39,18.0,True,True,0,False,2,39
159,1,4,19,40,,True,False,0,False,2,40
160,1,5,0,1,,True,False,0,False,1,1
161,1,5,1,2,1.0,True,True,0,False,1,2
162,1,5,2,3,2.0,True,True,0,False,1,3
163,1,5,3,4,,True,False,0,False,1,4
164,1,5,4,5,,True,False,0,False,1,5
165,1,5,5,6,8.0,True,True,0,False,1,6
166,1,5,6,7,,True,False,0,False,1,7
167,1,5,7,8,6.0,True,True,0,False,1,8
168,1,5,8,9,7.0,True,True,0,False,1,9
169,1,5,9,10,,True,False,0,False,1,10
170,1,5,10,11,5.0,True,True,0,False,1,11
171,1,5,11,12,4.0,True,True,0,False,1,12
172,1,5,12,13,,True,False,0,False,1,13
173,1,5,13,14,11.0,True,True,0,False,1,14
174,1,5,14,15,,True,False,0,False,1,15
175,1,5,15,16,3.0,True,True,0,False,1,16
176,1,5,16,17,10.0,True,True,0,False,1,17
177,1,5,17,18,9.0,True,True,0,False,1,18
178,1,5,18,19,12.0,True,True,0,False,1,19
179,1,5,19,20,14.0,True,True,0,False,1,20
180,1,5,20,21,13.0,True,True,0,False,1,21
181,1,5,21,22,,True,False,0,False,1,22
182,1,5,22,23,17.0,True,True,0,False,1,23
183,1,5,23,24,16.0,True,True,0,False,1,24
184,1,5,24,25,,True,False,0,False,1,25
185,1,5,25,26,19.0,True,True,0,False,1,26
186,1,5,26,27,18.0,True,True,0,False,1,27
187,1,5,27,28,,True,False,0,False,1,28
188,1,5,28,29,,True,False,0,False,1,29
189,1,5,29,30,,True,False,0,False,1,30
190,1,5,30,31,,True,False,0,False,1,31
191,1,5,31,32,,True,False,0,False,1,32
192,1,5,32,33,15.0,True,True,0,False,1,33
193,1,5,33,34,20.0,True,True,0,False,1,34
194,1,5,34,35,21.0,True,True,0,False,1,35
195,1,5,35,36,,True,False,0,False,1,36
196,1,5,36,37,,True,False,0,False,1,37
197,1,5,37,38,,True,False,0,False,1,38
198,1,5,38,39,,True,False,0,False,1,39
199,1,5,39,40,,True,False,0,False,1,40
200,1,6,0,1,1.0,True,True,0,False,3,1
201,1,6,1,2,2.0,True,True,0,False,3,2
202,1,6,2,3,3.0,True,True,0,False,3,3
203,1,6,0,4,,True,False,0,False,3,4
204,1,6,1,5,,True,False,0,False,3,5
205,1,6,3,6,4.0,True,True,0,False,3,6
206,1,6,4,7,5.0,True,True,0,False,3,7
207,1,6,5,8,6.0,True,True,0,False,3,8
208,1,6,6,9,,True,False,0,False,3,9
209,1,6,7,10,7.0,True,True,0,False,3,10
210,1,6,3,11,,True,False,0,False,3,11
211,1,6,2,12,,True,False,0,False,3,12
212,1,6,4,13,,True,False,0,False,3,13
213,1,6,8,14,,True,False,0,False,3,14
214,1,6,6,15,,True,False,0,False,3,15
215,1,6,5,16,,True,False,0,False,3,16
216,1,6,7,17,,True,False,0,False,3,17
217,1,6,9,18,,True,False,0,False,3,18
218,1,6,8,19,,True,False,0,False,3,19
219,1,6,10,20,8.0,True,True,0,False,3,20
220,1,6,11,21,10.0,True,True,0,False,3,21
221,1,6,12,22,,True,False,0,False,3,22
222,1,6,11,23,,True,False,0,False,3,23
223,1,6,10,24,,True,False,0,False,3,24
224,1,6,13,25,9.0,True,True,0,False,3,25
225,1,6,9,26,,True,False,0,False,3,26
226,1,6,12,27,,True,False,0,False,3,27
227,1,6,14,28,11.0,True,True,0,False,3,28
228,1,6,13,29,,True,False,0,False,3,29
229,1,6,15,30,,True,False,0,False,3,30
230,1,6,16,31,12.0,True,True,0,False,3,31
231,1,6,14,32,,True,False,0,False,3,32
232,1,6,15,33,,True,False,0,False,3,33
233,1,6,16,34,,True,False,0,False,3,34
234,1,6,17,35,13.0,True,True,0,False,3,35
235,1,6,18,36,14.0,True,True,0,False,3,36
236,1,6,19,37,15.0,True,True,0,False,3,37
237,1,6,17,38,,True,False,0,False,3,38
238,1,6,18,39,,True,False,0,False,3,39
239,1,6,19,40,,True,False,0,False,3,40
240,1,7,0,1,3.0,True,True,0,False,2,1
241,1,7,0,2,,True,False,0,False,2,2
242,1,7,1,3,4.0,True,True,0,False,2,3
243,1,7,1,4,,True,False,0,False,2,4
244,1,7,2,5,5.0,True,True,0,False,2,5
245,1,7,2,6,,True,False,0,False,2,6
246,1,7,3,7,6.0,True,True,0,False,2,7
247,1,7,3,8,,True,False,0,False,2,8
248,1,7,4,9,7.0,True,True,0,False,2,9
249,1,7,4,10,,True,False,0,False,2,10
250,1,7,5,11,8.0,True,True,0,False,2,11
251,1,7,5,12,,True,False,0,False,2,12
252,1,7,6,13,9.0,True,True,0,False,2,13
253,1,7,6,14,,True,False,0,False,2,14
254,1,7,7,15,10.0,True,True,0,False,2,15
255,1,7,7,16,,True,False,0,False,2,16
256,1,7,8,17,2.0,True,True,0,False,2,17
257,1,7,8,18,,True,False,0,False,2,18
258,1,7,9,19,1.0,True,True,0,False,2,19
259,1,7,9,20,,True,False,0,False,2,20
260,1,7,10,21,11.0,True,True,0,False,2,21
261,1,7,10,22,,True,False,0,False,2,22
262,1,7,11,23,12.0,True,True,0,False,2,23
263,1,7,11,24,,True,False,0,False,2,24
264,1,7,12,25,,True,False,0,False,2,25
265,1,7,12,26,,True,False,0,False,2,26
266,1,7,13,27,,True,False,0,False,2,27
267,1,7,13,28,,True,False,0,False,2,28
268,1,7,14,29,,True,False,0,False,2,29
269,1,7,14,30,,True,False,0,False,2,30
270,1,7,15,31,13.0,True,True,0,False,2,31
271,1,7,15,32,,True,False,0,False,2,32
272,1,7,16,33,14.0,True,True,0,False,2,33
273,1,7,16,34,,True,False,0,False,2,34
274,1,7,17,35,,True,False,0,False,2,35
275,1,7,17,36,,True,False,0,False,2,36
276,1,7,18,37,,True,False,0,False,2,37
277,1,7,18,38,,True,False,0,False,2,38
278,1,7,19,39,,True,False,0,False,2,39
279,1,7,19,40,,True,False,0,False,2,40
280,1,8,0,1,1.0,True,True,0,False,1,1
281,1,8,1,2,2.0,True,True,0,False,1,2
282,1,8,2,3,3.0,True,True,0,False,1,3
283,1,8,3,4,,True,False,0,False,1,4
284,1,8,4,5,16.0,True,True,0,False,1,5
285,1,8,5,6,15.0,True,True,0,False,1,6
286,1,8,6,7,17.0,True,True,0,False,1,7
287,1,8,7,8,,True,False,0,False,1,8
288,1,8,8,9,,True,False,0,False,1,9
289,1,8,9,10,,True,False,0,False,1,10
290,1,8,10,11,,True,False,0,False,1,11
291,1,8,11,12,4.0,True,True,0,False,1,12
292,1,8,12,13,,True,False,0,False,1,13
293,1,8,13,14,5.0,True,True,0,False,1,14
294,1,8,14,15,6.0,True,True,0,False,1,15
295,1,8,15,16,7.0,True,True,0,False,1,16
296,1,8,16,17,8.0,True,True,0,False,1,17
297,1,8,17,18,,True,False,0,False,1,18
298,1,8,18,19,,True,False,0,False,1,19
299,1,8,19,20,,True,False,0,False,1,20
300,1,8,20,21,11.0,True,True,0,False,1,21
301,1,8,21,22,12.0,True,True,0,False,1,22
302,1,8,22,23,,True,False,0,False,1,23
303,1,8,23,24,,True,False,0,False,1,24
304,1,8,24,25,,True,False,0,False,1,25
305,1,8,25,26,,True,False,0,False,1,26
306,1,8,26,27,9.0,True,True,0,False,1,27
307,1,8,27,28,10.0,True,True,0,False,1,28
308,1,8,28,29,,True,False,0,False,1,29
309,1,8,29,30,,True,False,0,False,1,30
310,1,8,30,31,14.0,True,True,0,False,1,31
311,1,8,31,32,,True,False,0,False,1,32
312,1,8,32,33,,True,False,0,False,1,33
313,1,8,33,34,,True,False,0,False,1,34
314,1,8,34,35,13.0,True,True,0,False,1,35
315,1,8,35,36,,True,False,0,False,1,36
316,1,8,36,37,,True,False,0,False,1,37
317,1,8,37,38,,True,False,0,False,1,38
318,1,8,38,39,,True,False,0,False,1,39
319,1,8,39,40,,True,False,0,False,1,40
320,1,9,0,1,1.0,True,True,0,False,3,1
321,1,9,1,2,2.0,True,True,0,False,3,2
322,1,9,2,3,,True,False,0,False,3,3
323,1,9,3,4,3.0,True,True,0,False,3,4
324,1,9,0,5,,True,False,0,False,3,5
325,1,9,1,6,,True,False,0,False,3,6
326,1,9,4,7,4.0,True,True,0,False,3,7
327,1,9,2,8,,True,False,0,False,3,8
328,1,9,5,9,7.0,True,True,0,False,3,9
329,1,9,6,10,6.0,True,True,0,False,3,10
330,1,9,4,11,,True,False,0,False,3,11
331,1,9,3,12,,True,False,0,False,3,12
332,1,9,5,13,,True,False,0,False,3,13
333,1,9,7,14,10.0,True,True,0,False,3,14
334,1,9,8,15,9.0,True,True,0,False,3,15
335,1,9,9,16,5.0,True,True,0,False,3,16
336,1,9,6,17,,True,False,0,False,3,17
337,1,9,10,18,,True,False,0,False,3,18
338,1,9,7,19,,True,False,0,False,3,19
339,1,9,11,20,8.0,True,True,0,False,3,20
340,1,9,8,21,,True,False,0,False,3,21
341,1,9,9,22,,True,False,0,False,3,22
342,1,9,12,23,11.0,True,True,0,False,3,23
343,1,9,13,24,12.0,True,True,0,False,3,24
344,1,9,14,25,13.0,True,True,0,False,3,25
345,1,9,11,26,,True,False,0,False,3,26
346,1,9,10,27,,True,False,0,False,3,27
347,1,9,12,28,,True,False,0,False,3,28
348,1,9,15,29,14.0,True,True,0,False,3,29
349,1,9,13,30,,True,False,0,False,3,30
350,1,9,15,31,,True,False,0,False,3,31
351,1,9,16,32,15.0,True,True,0,False,3,32
352,1,9,14,33,,True,False,0,False,3,33
353,1,9,17,34,,True,False,0,False,3,34
354,1,9,16,35,,True,False,0,False,3,35
355,1,9,18,36,,True,False,0,False,3,36
356,1,9,17,37,,True,False,0,False,3,37
357,1,9,19,38,16.0,True,True,0,False,3,38
358,1,9,18,39,,True,False,0,False,3,39
359,1,9,19,40,,True,False,0,False,3,40
360,1,10,0,1,1.0,True,True,0,False,2,1
361,1,10,0,2,,True,False,0,False,2,2
362,1,10,1,3,2.0,True,True,0,False,2,3
363,1,10,1,4,,True,False,0,False,2,4
364,1,10,2,5,4.0,True,True,0,False,2,5
365,1,10,2,6,,True,False,0,False,2,6
366,1,10,3,7,3.0,True,True,0,False,2,7
367,1,10,3,8,,True,False,0,False,2,8
368,1,10,4,9,6.0,True,True,0,False,2,9
369,1,10,4,10,,True,False,0,False,2,10
370,1,10,5,11,5.0,True,True,0,False,2,11
371,1,10,5,12,,True,False,0,False,2,12
372,1,10,6,13,,True,False,0,False,2,13
373,1,10,6,14,,True,False,0,False,2,14
374,1,10,7,15,7.0,True,True,0,False,2,15
375,1,10,7,16,,True,False,0,False,2,16
376,1,10,8,17,,True,False,0,False,2,17
377,1,10,8,18,,True,False,0,False,2,18
378,1,10,9,19,8.0,True,True,0,False,2,19
379,1,10,9,20,,True,False,0,False,2,20
380,1,10,10,21,,True,False,0,False,2,21
381,1,10,10,22,,True,False,0,False,2,22
382,1,10,11,23,,True,False,0,False,2,23
383,1,10,11,24,,True,False,0,False,2,24
384,1,10,12,25,9.0,True,True,0,False,2,25
385,1,10,12,26,,True,False,0,False,2,26
386,1,10,13,27,11.0,True,True,0,False,2,27
387,1,10,13,28,,True,False,0,False,2,28
388,1,10,14,29,10.0,True,True,0,False,2,29
389,1,10,14,30,,True,False,0,False,2,30
390,1,10,15,31,12.0,True,True,0,False,2,31
391,1,10,15,32,,True,False,0,False,2,32
392,1,10,16,33,13.0,True,True,0,False,2,33
393,1,10,16,34,,True,False,0,False,2,34
394,1,10,17,35,,True,False,0,False,2,35
395,1,10,17,36,,True,False,0,False,2,36
396,1,10,18,37,,True,False,0,False,2,37
397,1,10,18,38,,True,False,0,False,2,38
398,1,10,19,39,,True,False,0,False,2,39
399,1,10,19,40,,True,False,0,False,2,40
400,1,11,0,1,1.0,True,True,0,False,4,1
401,1,11,1,2,,True,False,0,False,4,2
402,1,11,2,3,2.0,True,True,0,False,4,3
403,1,11,3,4,3.0,True,True,0,False,4,4
404,1,11,4,5,4.0,True,True,0,False,4,5
405,1,11,5,6,,True,False,0,False,4,6
406,1,11,6,7,,True,False,0,False,4,7
407,1,11,7,8,,True,False,0,False,4,8
408,1,11,8,9,8.0,True,True,0,False,4,9
409,1,11,9,10,15.0,True,True,0,False,4,10
410,1,11,10,11,,True,False,0,False,4,11
411,1,11,11,12,11.0,True,True,0,False,4,12
412,1,11,12,13,,True,False,0,False,4,13
413,1,11,9,14,,True,False,0,False,4,14
414,1,11,13,15,,True,False,0,False,4,15
415,1,11,14,16,,True,False,0,False,4,16
416,1,11,15,17,,True,False,0,False,4,17
417,1,11,16,18,5.0,True,True,0,False,4,18
418,1,11,17,19,,True,False,0,False,4,19
419,1,11,18,20,,True,False,0,False,4,20
420,1,11,19,21,,True,False,0,False,4,21
421,1,11,20,22,,True,False,0,False,4,22
422,1,11,21,23,,True,False,0,False,4,23
423,1,11,22,24,,True,False,0,False,4,24
424,1,11,19,25,,True,False,0,False,4,25
425,1,11,17,26,,True,False,0,False,4,26
426,1,11,23,27,9.0,True,True,0,False,4,27
427,1,11,24,28,10.0,True,True,0,False,4,28
428,1,11,25,29,13.0,True,True,0,False,4,29
429,1,11,26,30,12.0,True,True,0,False,4,30
430,1,11,24,31,,True,False,0,False,4,31
431,1,11,27,32,,True,False,0,False,4,32
432,1,11,28,33,,True,False,0,False,4,33
433,1,11,27,34,,True,False,0,False,4,34
434,1,11,23,35,,True,False,0,False,4,35
435,1,11,29,36,6.0,True,True,0,False,4,36
436,1,11,30,37,7.0,True,True,0,False,4,37
437,1,11,31,38,,True,False,0,False,4,38
438,1,11,32,39,14.0,True,True,0,False,4,39
439,1,11,33,40,,True,False,0,False,4,40
440,1,12,0,1,,True,False,0,False,4,1
441,1,12,1,2,,True,False,0,False,4,2
442,1,12,2,3,,True,False,0,False,4,3
443,1,12,3,4,,True,False,0,False,4,4
444,1,12,4,5,,True,False,0,False,4,5
445,1,12,5,6,,True,False,0,False,4,6
446,1,12,6,7,,True,False,0,False,4,7
447,1,12,4,8,,True,False,0,False,4,8
448,1,12,7,9,,True,False,0,False,4,9
449,1,12,8,10,,True,False,0,False,4,10
450,1,12,9,11,,True,False,0,False,4,11
451,1,12,10,12,,True,False,0,False,4,12
452,1,12,11,13,9.0,True,True,0,False,4,13
453,1,12,12,14,10.0,True,True,0,False,4,14
454,1,12,13,15,8.0,True,True,0,False,4,15
455,1,12,14,16,,True,False,0,False,4,16
456,1,12,15,17,7.0,True,True,0,False,4,17
457,1,12,15,18,,True,False,0,False,4,18
458,1,12,10,19,,True,False,0,False,4,19
459,1,12,16,20,11.0,True,True,0,False,4,20
460,1,12,17,21,,True,False,0,False,4,21
461,1,12,18,22,6.0,True,True,0,False,4,22
462,1,12,19,23,,True,False,0,False,4,23
463,1,12,13,24,,True,False,0,False,4,24
464,1,12,20,25,3.0,True,True,0,False,4,25
465,1,12,21,26,4.0,True,True,0,False,4,26
466,1,12,22,27,5.0,True,True,0,False,4,27
467,1,12,16,28,,True,False,0,False,4,28
468,1,12,23,29,12.0,True,True,0,False,4,29
469,1,12,24,30,,True,False,0,False,4,30
470,1,12,25,31,1.0,True,True,0,False,4,31
471,1,12,26,32,2.0,True,True,0,False,4,32
472,1,12,27,33,,True,False,0,False,4,33
473,1,12,28,34,,True,False,0,False,4,34
474,1,12,29,35,,True,False,0,False,4,35
475,1,12,30,36,,True,False,0,False,4,36
476,1,12,26,37,,True,False,0,False,4,37
477,1,12,31,38,,True,False,0,False,4,38
478,1,12,32,39,,True,False,0,False,4,39
479,1,12,33,40,,True,False,0,False,4,40
480,1,13,0,1,1.0,True,True,0,False,2,1
481,1,13,0,2,,True,False,0,False,2,2
482,1,13,1,3,2.0,True,True,0,False,2,3
483,1,13,1,4,,True,False,0,False,2,4
484,1,13,2,5,3.0,True,True,0,False,2,5
485,1,13,2,6,,True,False,0,False,2,6
486,1,13,3,7,4.0,True,True,0,False,2,7
487,1,13,3,8,,True,False,0,False,2,8
488,1,13,4,9,5.0,True,True,0,False,2,9
489,1,13,4,10,,True,False,0,False,2,10
490,1,13,5,11,6.0,True,True,0,False,2,11
491,1,13,5,12,,True,False,0,False,2,12
492,1,13,6,13,7.0,True,True,0,False,2,13
493,1,13,6,14,,True,False,0,False,2,14
494,1,13,7,15,10.0,True,True,0,False,2,15
495,1,13,7,16,,True,False,0,False,2,16
496,1,13,8,17,8.0,True,True,0,False,2,17
497,1,13,8,18,,True,False,0,False,2,18
498,1,13,9,19,12.0,True,True,0,False,2,19
499,1,13,9,20,,True,False,0,False,2,20
500,1,13,10,21,9.0,True,True,0,False,2,21
501,1,13,10,22,,True,False,0,False,2,22
502,1,13,11,23,,True,False,0,False,2,23
503,1,13,11,24,,True,False,0,False,2,24
504,1,13,12,25,11.0,True,True,0,False,2,25
505,1,13,12,26,,True,False,0,False,2,26
506,1,13,13,27,14.0,True,True,0,False,2,27
507,1,13,13,28,,True,False,0,False,2,28
508,1,13,14,29,15.0,True,True,0,False,2,29
509,1,13,14,30,,True,False,0,False,2,30
510,1,13,15,31,13.0,True,True,0,False,2,31
511,1,13,15,32,,True,False,0,False,2,32
512,1,13,16,33,18.0,True,True,0,False,2,33
513,1,13,16,34,,True,False,0,False,2,34
514,1,13,17,35,16.0,True,True,0,False,2,35
515,1,13,17,36,,True,False,0,False,2,36
516,1,13,18,37,,True,False,0,False,2,37
517,1,13,18,38,,True,False,0,False,2,38
518,1,13,19,39,17.0,True,True,0,False,2,39
519,1,13,19,40,,True,False,0,False,2,40
520,1,14,0,1,1.0,True,True,0,False,4,1
521,1,14,1,2,2.0,True,True,0,False,4,2
522,1,14,2,3,,True,False,0,False,4,3
523,1,14,3,4,,True,False,0,False,4,4
524,1,14,4,5,,True,False,0,False,4,5
525,1,14,5,6,20.0,True,True,0,False,4,6
526,1,14,6,7,,True,False,0,False,4,7
527,1,14,5,8,,True,False,0,False,4,8
528,1,14,7,9,,True,False,0,False,4,9
529,1,14,8,10,15.0,True,True,0,False,4,10
530,1,14,9,11,,True,False,0,False,4,11
531,1,14,10,12,4.0,True,True,0,False,4,12
532,1,14,11,13,17.0,True,True,0,False,4,13
533,1,14,12,14,,True,False,0,False,4,14
534,1,14,13,15,11.0,True,True,0,False,4,15
535,1,14,14,16,,True,False,0,False,4,16
536,1,14,12,17,,True,False,0,False,4,17
537,1,14,15,18,6.0,True,True,0,False,4,18
538,1,14,16,19,16.0,True,True,0,False,4,19
539,1,14,17,20,7.0,True,True,0,False,4,20
540,1,14,18,21,5.0,True,True,0,False,4,21
541,1,14,11,22,,True,False,0,False,4,22
542,1,14,19,23,,True,False,0,False,4,23
543,1,14,20,24,,True,False,0,False,4,24
544,1,14,21,25,3.0,True,True,0,False,4,25
545,1,14,22,26,,True,False,0,False,4,26
546,1,14,23,27,,True,False,0,False,4,27
547,1,14,24,28,,True,False,0,False,4,28
548,1,14,25,29,12.0,True,True,0,False,4,29
549,1,14,26,30,10.0,True,True,0,False,4,30
550,1,14,22,31,,True,False,0,False,4,31
551,1,14,27,32,8.0,True,True,0,False,4,32
552,1,14,27,33,,True,False,0,False,4,33
553,1,14,28,34,9.0,True,True,0,False,4,34
554,1,14,29,35,14.0,True,True,0,False,4,35
555,1,14,30,36,,True,False,0,False,4,36
556,1,14,25,37,,True,False,0,False,4,37
557,1,14,31,38,13.0,True,True,0,False,4,38
558,1,14,32,39,19.0,True,True,0,False,4,39
559,1,14,33,40,18.0,True,True,0,False,4,40
560,1,15,0,1,1.0,True,True,0,False,2,1
561,1,15,0,2,,True,False,0,False,2,2
562,1,15,1,3,2.0,True,True,0,False,2,3
563,1,15,1,4,,True,False,0,False,2,4
564,1,15,2,5,3.0,True,True,0,False,2,5
565,1,15,2,6,,True,False,0,False,2,6
566,1,15,3,7,4.0,True,True,0,False,2,7
567,1,15,3,8,,True,False,0,False,2,8
568,1,15,4,9,5.0,True,True,0,False,2,9
569,1,15,4,10,,True,False,0,False,2,10
570,1,15,5,11,6.0,True,True,0,False,2,11
571,1,15,5,12,,True,False,0,False,2,12
572,1,15,6,13,7.0,True,True,0,False,2,13
