subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,1_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_delay_drift_rate,1_semantic_scale
12,8,97.33237168648645,free_4_stop_probability_scale_Semantic_CMR,0.41227094408121706,0.020382450830377097,0.5195801964650703,0.9803753273963559,0.02912145493926316,0.5779393283139398,0.6952058369638814,0.5119673837267606,0.03125258991153146,45.20697853248172,0.026201246307424653,0.002142157944715728,0.3860220907170646,0.6685427356607221,9.782470861846814,9.973196151191694,0.9559803521209521,1.1442428249246515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8,227.08114903153322,free_4_stop_probability_scale_Semantic_CMR,0.8768198210386313,0.30947714647865954,0.3399261850624118,0.8278620445125966,0.5339079473710281,0.5942208482519422,0.6716440162783834,0.8723023512553452,33.9622913390227,0.3131318847028268,0.0031503757740535265,0.026450859213603406,0.6620094382360984,0.11963965619332217,1.0173587167826357,3.6358567207209735,0.7034197552731108,7.1787138006840685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,8,302.16310064659035,free_4_stop_probability_scale_Semantic_CMR,0.7266789317959655,0.3220437189205927,0.5501834697715544,0.8247637989479162,0.9951387606931603,0.5538661151065832,0.8520721836548273,0.9610546976727552,4.487393550480867,55.31395609251479,0.001542854228491597,0.049092007297195206,0.3340556953826139,0.046312255570384764,4.906719542129638,4.567632951504415,0.22437202300057735,2.2134260519367297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,8,340.60389066926155,free_4_stop_probability_scale_Semantic_CMR,0.6881673365354005,0.2315027422086784,0.05393051910869995,0.8198716681168987,0.22698302234860263,0.19023271284229143,0.29745776238441957,0.5798033164100901,0.31968394027757796,87.20188220559564,0.037821172698294325,0.01229422652101464,0.12602964321900867,0.10622293229105129,4.627424372189314,4.298862814593001,0.5982735040387013,0.48610807195240824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8,175.73391977862113,free_4_stop_probability_scale_Semantic_CMR,0.3719549833224283,0.02046819850698528,0.36406044706671575,0.8591554467622069,0.06314108022308929,0.6216607929786881,0.8359677789636923,0.5645280130229222,6.799296215720624,52.593857696347854,0.0703333192744165,0.0773117467806328,0.1155848005544442,0.2114119501993743,2.252542462142068,2.3563781616491877,0.18433998401496537,1.5487768388457428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,8,275.1464518032525,free_4_stop_probability_scale_Semantic_CMR,0.8359628522756144,0.13019777220348916,0.1765034106002033,0.902272630971725,0.2484730883002611,0.748759595347645,0.15076999503346772,0.7495735982638344,9.276836222711196,0.781961136194397,0.062263388322118196,0.007928547640194572,0.14805809459985753,0.22897424864993265,2.9373317009322597,4.160935822564593,0.3143372936024039,0.29529699817172084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,8,244.16029585557442,free_4_stop_probability_scale_Semantic_CMR,0.532636486220565,0.0322582504739094,0.33455205262742704,0.29339977910022186,0.12923639967363953,0.9637361122654251,0.8940383481973957,0.42494895697757573,4.577981281443826,61.889944129279385,0.014614242167506841,0.0051280078074061874,0.20381219719199883,0.29871793539032865,4.03903987660999,4.941269910808237,0.5639593354970107,0.7005206972533715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8,265.00777649626446,free_4_stop_probability_scale_Semantic_CMR,0.6816999021459279,0.1289095637697093,0.49124253493173287,0.8715379961585206,0.599435989851601,0.45518016756204993,0.907079800841003,0.3389052092120911,1.9535591688845813,13.011045231920974,0.020865709227289975,0.019270897296471357,0.25128394163919143,0.10035843718323179,6.5014460174198465,5.011245300867779,0.8877436198398685,0.4228107243095387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,8,260.0221490325941,free_4_stop_probability_scale_Semantic_CMR,0.5935269024143172,0.29219452792989187,0.17532638268329093,0.9821805262225235,0.42502729731914946,0.5654175474233757,0.7253182259514097,0.7659650094118634,0.14072796071366866,78.33759853559596,0.02035480091706704,0.004970009497258621,0.1569484261236429,0.34758767679300995,9.075849704605066,5.813046759091281,0.707352534375458,0.46568567755376566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,8,298.9869544182276,free_4_stop_probability_scale_Semantic_CMR,0.4922759572655115,0.08762793725761336,0.6996363684912762,0.9545404788586171,0.38550308234450736,0.6624730267366628,0.42889898038067575,0.6499111801048907,6.004615054915746,32.308883760525454,0.005262716154025626,0.015566973380790883,0.30996546943329406,0.2234639072566278,5.957747660385671,4.068777780496582,0.18594544973016242,0.4386937641388142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,271.0958343331231,free_4_stop_probability_scale_Semantic_CMR,0.7366585400907997,0.919296058953331,0.4658215496773164,0.9920267513980598,0.2818981933339617,0.9506116562463747,0.0175595481758367,0.22565577947336102,0.31877629388357,20.380557630908168,0.03917978676070718,0.028997673384486583,0.1526297132454827,0.06450190142049068,3.9002812955709376,3.8910518645543153,0.169449089264319,0.15723471285066717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,200.57462193410748,free_4_stop_probability_scale_Semantic_CMR,0.8749746586447223,0.29231999046287865,0.4138233486411131,0.9920133906559244,0.6229609961753271,0.20485537709338683,0.24121766569233116,0.683693135284812,3.6287345915722753,72.80422222650067,0.06247554489168123,0.04424371829007688,0.2757615766213499,0.13696622108209786,3.304254459528126,4.59228407954749,0.1258931995442533,0.17936465855385153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,180.49755682705165,free_4_stop_probability_scale_Semantic_CMR,0.7291244200280814,0.006833494048139821,0.19770662412868284,0.47196866969555745,0.08642014205461107,0.8011850044520313,0.6894554832590634,0.7045210657563475,0.9564113909276131,44.87786577128923,0.02038463471617119,0.012542542352438568,0.511496924977342,0.2782879212416969,1.7822077967991348,2.094448252072646,0.013757299671703804,0.44502515305021095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,253.13839782531318,free_4_stop_probability_scale_Semantic_CMR,0.4407527252766037,0.9778555964938888,0.9113808088252273,0.470595449337871,0.6676624505158757,0.16247567685200381,0.3589427195719333,0.36846591809506435,2.2741273476645816,81.08470354311763,0.027947862074417518,0.003029259483517066,0.3427648838794113,0.35418045819094157,0.37930045265560697,2.155527594822698,0.1130635404901898,4.978832837696656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,290.16294906673966,free_4_stop_probability_scale_Semantic_CMR,0.7648186683452722,0.3360716487905867,0.6234451145477664,0.6189116552077059,0.09544244229792481,0.7118115098039871,0.9436847316870308,0.490573068248112,1.6859226329953287,25.679043870474715,0.0216982763870337,0.0185078157743242,0.22577779606638693,0.18372078969633066,2.5815782828533003,3.5731702411190676,0.3523274149731325,1.223282345756945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,342.03420501984,free_4_stop_probability_scale_Semantic_CMR,0.8188963929120148,0.06869609728542386,0.7410708488364675,0.8741899533331139,0.6491812484433725,0.5965795385896087,0.8956372648473652,0.7549079607954435,9.738689062149795,52.654334033224494,0.005304743921988042,0.018456932989177333,0.20698702284664527,0.09964680808023463,8.503599543625079,7.523761065630758,0.4054553347070688,0.808802003914022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,255.93071886072164,free_4_stop_probability_scale_Semantic_CMR,0.6825690526246655,0.5538245616977053,0.740620948369693,0.8056392857821537,0.34233902131505933,0.23285736985549332,0.579834305454758,0.4082172384439666,2.318708874194826,52.427260024350154,0.03648863434412103,0.00493687100398027,0.15142579388266952,0.1788328926691749,4.678769436942481,9.091999139943844,0.9903144182510897,0.15626692835640377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,249.69740066974705,free_4_stop_probability_scale_Semantic_CMR,0.8747335071163436,0.2341730014222409,0.2089595962687194,0.9820347946354181,0.6436511035640899,0.8037980766059268,0.813176233827996,0.21671866726271516,1.255508589729196,7.381153578582513,0.022716961026358284,0.0036205090749703572,0.1654316451955582,0.34100106327763324,5.55858065029573,6.1461649924311565,0.04475213219787588,0.40332672296048244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,264.29562887049383,free_4_stop_probability_scale_Semantic_CMR,0.6705256858686534,0.4339480165298414,0.22323663412264289,0.5753989600223741,0.8221417592862506,0.6066874520762281,0.32365218987524513,0.9596601984857994,3.4477569139186954,95.31542335366132,0.012594388543519852,0.031454367634001,0.26485216344743545,0.2094275048475449,5.508283324854424,4.472070644896757,0.9902727491136013,2.0195174058209053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,270.7689110028805,free_4_stop_probability_scale_Semantic_CMR,0.4588039885719055,0.43724588457744273,0.5454194957093415,0.25853933853661387,0.7807815683505746,0.7431692977096435,0.5892543365274064,0.7843681233036431,0.17925950884643527,53.8223861456958,0.014453618629024778,0.0011463668644909886,0.2680911801500532,0.538513916867073,3.7124808354509105,6.181978010677881,0.05175621511347561,1.4343060252625737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,227.6455790211654,free_4_stop_probability_scale_Semantic_CMR,0.4378330186190337,0.03776174914053898,0.1442818717290444,0.395694740893093,0.010567550643321488,0.8949686054597601,0.3712834085524936,0.3259485457143956,2.4703700603578653,91.99076772028988,0.019238204233124445,0.005679153808479498,0.2949543151639915,0.4296543007967486,2.287105948202393,1.8990487514276184,0.10294949489398014,0.20204465221266865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,311.2104744599354,free_4_stop_probability_scale_Semantic_CMR,0.7457637282935976,0.3785372363720616,0.6333744893417645,0.9107010680953609,0.6462719639378653,0.6498167047713774,0.7043152373542615,0.7203969205169829,0.1392973296190121,83.80902561505013,0.006836338355768357,0.0016938811970830248,0.30597402074581925,0.33687314733254503,5.722791480228584,7.247256793555527,0.46708751769865225,0.9921979655136672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,198.12031125997217,free_4_stop_probability_scale_Semantic_CMR,0.6577429500471907,0.1311029342285801,0.02781583287422662,0.8624438081844445,0.08767731190475786,0.5123056741976053,0.8276567335733676,0.9545188684463971,1.8897887623934082,65.27644575901851,0.004746764911653434,0.0016001428233221593,0.6031535507100454,0.6060315832274821,1.9066438414958493,1.773083013862935,0.04567485068387245,0.26849655292607544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,276.3391129835063,free_4_stop_probability_scale_Semantic_CMR,0.6772910707280099,0.12294729593673703,0.17882252243447444,0.8986579959279573,0.8780090610486291,0.29639396100019433,0.41260121662123767,0.020351998167730367,17.047121951240342,0.3392259247362617,0.036225142759659434,0.04460505701299139,0.2222314399675991,0.13242583881245107,3.561986260160012,4.223347055579877,0.23995549690774903,1.6055009683715098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,263.38650797350044,free_4_stop_probability_scale_Semantic_CMR,0.08181012330180343,0.15389997035921815,0.3846731718082556,0.40544807863277305,0.07602243091503419,0.4516136581937483,0.42259468892024465,0.459454237477376,2.6669181102077673,77.44932633226054,0.01233355150804466,0.003860652027658895,0.3337539332231012,0.4738471816834311,1.9741332482599026,2.3549047990991623,0.9526444937562479,3.848222428118306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,366.4722698267196,free_4_stop_probability_scale_Semantic_CMR,0.557564595203092,0.4366589049224071,0.9715615895853948,0.6727537330766982,0.9593221394634985,0.1744762272555077,0.6650479285464056,0.7172458158004611,3.788985198709213,10.426317664433661,0.03573355741299189,0.015212717032283385,0.07216283238315846,0.1199991823405897,3.017547959665308,8.682622279942436,0.8672978206443254,2.0244086231377825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,278.65831728974,free_4_stop_probability_scale_Semantic_CMR,0.72614557487605,0.7437316454195393,0.8390779700452022,0.8763305612932386,0.24886537406022885,0.27560837066621824,0.6526199223552125,0.42619755301137985,0.07077666457497145,69.70135323304476,0.015319423242767527,0.013968182949307295,0.16957018993347273,0.22623416489311232,5.046310725247886,5.598798937579091,0.4653727359393242,0.2654379559284301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,228.01708924439572,free_4_stop_probability_scale_Semantic_CMR,0.8348443382080524,0.675596537802045,0.029132769645569545,0.9903354990912965,0.7766156399444273,0.6668612525996426,0.20054244399408871,0.7927318220567476,4.034256387063479,91.56124674631741,0.05863958600383912,0.016688266091725745,0.04735581568585978,0.19604653259563065,5.276898439852509,5.666088191603324,0.8103842616059569,2.378932915011406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,211.05055583506754,free_4_stop_probability_scale_Semantic_CMR,0.6893373642794136,0.32014070601413325,0.7741163653570916,0.24305312777493904,0.02047057077210701,0.7264325532027232,0.11370598475583493,0.38806331072727995,2.2171423416648324,59.6925909681443,0.0004892709134084461,0.03517072973993518,0.8638939242946018,0.1101929255294154,1.915290739511395,2.5422267286808715,0.14335665008496673,0.5393603124139297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.33239460710072,free_4_stop_probability_scale_Semantic_CMR,0.5832953285835197,0.018319904997991687,0.9999081960042681,0.00959159037710533,0.4195169530322278,0.8347955429434957,0.34755413076680164,0.9679557385435864,4.209668604355073,73.82177568613241,0.08814718204595867,0.016909336212225123,0.311347757796713,0.5974515141276084,5.871696208324976,5.211781336669765,0.012052959218641746,0.31184870864746905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.2574943806494,free_4_stop_probability_scale_Semantic_CMR,0.8568976204249481,0.22659714894759453,0.6992355100716654,0.8682571971390376,0.5710697798078566,0.6262857960293458,0.26158952273837976,0.519865820397319,4.438007536324108,30.584464314320464,0.013963400400043569,0.025644056374191038,0.3468254985753827,0.28701662745714707,3.5478015963875587,6.6318157389156065,0.5078465757377367,0.6051794500679115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,303.49374945159866,free_4_stop_probability_scale_Semantic_CMR,0.8443016395048613,0.10696382723135794,0.10741144896067073,0.672164560847036,0.6014073680238845,0.9204937533547548,0.68661456506035,0.9682221139171082,4.214279538178246,62.401826781615455,0.016504539480131697,0.004409522990178938,0.19761433112652416,0.2995918825609598,4.551860310765226,6.582220424467407,0.00806701744675653,0.33512991558290395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,304.5507680488324,free_4_stop_probability_scale_Semantic_CMR,0.59512841718917,0.3678969812137885,0.3608140111121629,0.5810830254908893,0.09614786130090619,0.8417578915348363,0.03240263003818672,0.914015604108025,1.2897454728241655,60.75312677738708,0.007669358551691985,0.012287075338095754,0.39171423592504695,0.13260761362726203,2.97752676526335,4.265959404722272,0.02261334906586998,0.26363532690002867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,226.16120878367656,free_4_stop_probability_scale_Semantic_CMR,0.6648411714897284,0.07597506639856311,0.22221264244862826,0.8922029563452105,0.19711921392480158,0.7130809049286061,0.9073154382456836,0.5692582111441937,1.8287526500206042,67.78767080103648,0.03102848654762047,0.01763627490292441,0.30136778893239313,0.16648008369293166,4.251030645498137,2.7159016003679515,0.03299906968332872,0.45022313439435724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,180.9442912913558,free_4_stop_probability_scale_Semantic_CMR,0.9917139516574633,0.022885339264844762,0.21856644166452055,0.7374711478268534,0.13130392073261132,0.3400074422424145,0.8242961955203028,0.7616344857481354,4.355038311685867,13.106724853238823,0.0063608663067256654,0.028689526963943113,0.7253847492619494,0.20620622442886116,3.283807963614365,1.8054520269665764,0.2016423495488665,0.37935315186239826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,309.1366353082005,free_4_stop_probability_scale_Semantic_CMR,0.508513127267361,0.23252669647729463,0.3135777839616246,0.8364783649400143,0.11962115671310797,0.1801731499660143,0.5402476436476824,0.285194214214775,1.5049785339491635,49.84783922245033,0.03697836275923039,0.027020204134279857,0.13193227622583237,0.12136104953224613,4.5048623103824825,4.0636998146079115,0.7839019573637463,0.5826109529803745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,271.5055515366938,free_4_stop_probability_scale_Semantic_CMR,0.5574650824289221,0.19661410320581485,0.8500915692153841,0.9584794110317569,0.49444608400323636,0.12085910374746994,0.9660400718252888,0.2953186943145497,0.6738353078473267,4.4957293008673105,0.019865943837630406,0.01534227805916133,0.23007862525296563,0.1772319521182455,8.004675797674865,5.371185838732907,0.2569127171308412,0.43031274398625197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,260.8352540101598,free_4_stop_probability_scale_Semantic_CMR,0.5923495565925458,0.02724498198425745,0.6508817679073554,0.979357397188168,0.8360051674482082,0.7390933572741517,0.7941110022197589,0.37704775068576235,24.519629026286232,33.31851521671927,0.012809989146186208,0.019208266580282685,0.36127179931438064,0.23173408030633405,2.576056848602037,2.6829180264353267,0.12327950182264652,0.2178353274918773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,263.64803606889416,free_4_stop_probability_scale_Semantic_CMR,0.8513635521264,0.09634998570564746,0.9760596067591534,0.6638932222140127,0.6600634243699849,0.18935542091510355,0.11945649152298266,0.48082535481060085,12.176214299368759,51.34950350392431,0.08080777221036728,0.00950169747179419,0.03304714339846182,0.27214761545276556,6.913072038866769,8.626645757767545,0.04136765880140181,0.39163190211550525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.66871756997176,free_4_stop_probability_scale_Semantic_CMR,0.6235091617333901,0.20829247944789475,0.966000042958126,0.1128952419654688,0.7989420792617253,0.851882429066215,0.5489991818965787,0.640806479193236,49.35570091559781,0.0010218986432875,0.008060363330130105,0.04468242884305168,0.4605309918156877,0.0759329717587569,1.2461907732034891,1.9251565312346406,0.4279242502689161,2.9433278809130172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,304.9662430500547,free_4_stop_probability_scale_Semantic_CMR,0.7810394316534764,0.6883285889583979,0.9842440496864107,0.7634676131802691,0.4603383988993022,0.6249700510815961,0.5522958308239078,0.3924372324472577,19.550127842364883,1.2976960152524697,0.006603387101962566,0.006389886703354275,0.37051474327051004,0.19967392434230025,1.5663619786082106,5.331310994369323,0.47715644705555815,0.594700859862523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,278.4238643632194,free_4_stop_probability_scale_Semantic_CMR,0.7247068954129391,0.27030600347895783,0.9599528589621882,0.8896918477281075,0.20587194141004794,0.433368904391481,0.22463468576940437,0.9262620381348423,3.687820161229773,48.68655936251476,0.002274490560848219,0.00538999827301051,0.47841824386432563,0.3127771474426986,1.4058088050741304,1.4074442356702503,0.142286346397911,6.837577137999888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.7132208281306,free_4_stop_probability_scale_Semantic_CMR,0.9241801532727092,0.01923654209440151,0.4864012591754573,0.9627264645069104,0.30775676227854354,0.7146454171345767,0.575464013422371,0.31515173468922464,0.5470797497435669,61.76632169101415,0.008644155293264733,0.016230939040772385,0.25539518734810773,0.2479464830958502,1.1028224085164302,2.374819223400013,0.011719031601490848,0.5746180091855493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,260.6492571311598,free_4_stop_probability_scale_Semantic_CMR,0.6664276855346783,0.6783841352603142,0.6805531542651271,0.9140219345126604,0.379947028705028,0.7589822328192388,0.7488697124570514,0.33642276072108807,2.614379817582958,26.350223843114517,0.006648731009973728,0.04056880251342828,0.4208354575935143,0.07685840720753757,1.9963951515648168,3.1957216772239754,0.44446077712929305,0.6233867907405805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,279.89564338993597,free_4_stop_probability_scale_Semantic_CMR,0.41952509416778005,0.8339578732305859,0.8670212607496166,0.9714241356848853,0.4164673512816606,0.5984398838617101,0.17797079199300897,0.5356009568354824,6.164339709855419,0.31663603692560827,0.005962775849762791,0.031223139584813764,0.3539620853299832,0.13754357167003217,3.9983874357343625,4.02745721866064,0.19958243155648436,1.4088081845333376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,240.23857495091158,free_4_stop_probability_scale_Semantic_CMR,0.3719048835680357,0.6010330778127906,0.9234303995625159,0.4599668534265192,0.1231261317171724,0.6653927066824084,0.1256780378166213,0.5859249283146392,0.7663244237010218,4.79657386696136,0.009674999946325258,0.02536341915837259,0.4011767852964452,0.12662723814790322,6.915470282468151,8.371759154893175,0.1784028418233839,0.1807587798246857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,279.56880343040564,free_4_stop_probability_scale_Semantic_CMR,0.18653608042936126,0.14754132249576435,0.5133210358560293,0.1682306504716893,0.2971273980598392,0.0032613068205785425,0.3019625774026447,0.2740521268166425,0.465775427084871,25.47892047260506,0.007956702074609558,0.0025781189250507408,0.38855071459928053,0.34571133120071523,8.521686045483083,7.698467859033335,0.4533261270460137,0.10359604560394638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,217.91030193534698,free_4_stop_probability_scale_Semantic_CMR,0.4927549850292795,0.5950372068087777,0.478695092798032,0.9423100946665384,0.9785404567715799,0.7774052111943806,0.024636648401551553,0.2502764696269776,26.65768438956585,70.58109650711224,0.01525205562793891,0.0013444631751174385,0.33885308651060075,0.6470613900477389,0.38069503695163665,1.9527322761348866,0.2157943775019191,5.64753926244437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,230.33766965754404,free_4_stop_probability_scale_Semantic_CMR,0.8521805435227214,0.06467960190257643,0.7938592073224436,0.696739438269344,0.296294317403623,0.5651484905478368,0.4098028170921903,0.6782459302970277,3.9157726059542455,12.597160525819405,0.019815395845342032,0.013410324435185639,0.26911529791848654,0.3764250764056829,4.2139084247491025,3.2782855711410304,0.2090995939786135,0.2308320977185474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,305.5371220929584,free_4_stop_probability_scale_Semantic_CMR,0.7022898859101958,0.1436658215223292,0.9048912510568878,0.688161091470158,0.76930570184546,0.28338600294665306,0.5590117271148684,0.9720277602303696,10.248106476373898,0.184778998080823,0.022371690216236806,0.010052670601315095,0.17354074775267758,0.142931283269073,3.4250666364125455,4.673833754237345,0.005749140531445152,3.1922188868756995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
